2014060542	053002
2014060542	053005
2014060602	056052
2014060602	056013
2014060603	053006
2014060603	053008
2014060605	056067
2014060605	056008
2014060605	056029
2014060605	056037
2014060605	056033
2014060606	053008
2014060606	056062
2014060606	056033
2014060606	056008
2014060606	056029
2014060614	056052
2014060614	056013
2014060614	056014
2014060614	056018
2014060614	056016
2014060620	053005
2014060620	056016
2014060621	056016
2014060621	056018
2014060621	053007
2014060621	056064
2014060621	053009
2014060622	056018
2014060622	056031
2014060622	053009
2014060622	 056038
2014060622	056052
2014060631	056014
2014060631	056052
2014060631	056013
2014060633	056052
2014060638	056014
2014060641	056013
2014180414	056018
2014180414	056033
2014060740	053005
2014060734	053004
2014060734	053007
2014060734	053005
2014060734	055007
2014060734	055025
2012060861	055022
2012060861	055032
2014060732	053004
2014060732	053001
2014060732	055019
2014060732	053007
2014060732	053009
2014060708	055033
2012060850	055032
2012060850	055038
2014060707	055025
2014060707	053005
2014060743	053002
2014060743	055025
2014060715	053002
2014060715	053005
2014060721	055025
2014060721	055038
2014060723	055018
2014060723	055038
2014060824	053005
2014060824	055018
2014060824	055025
2014060824	055038
2014060824	053006
2014060809	053072
2014060809	055061
2014060809	055018
2014060807	053005
2014060831	053006
2014060831	053072
2014060831	055025
2014060831	053005
2014060831	055022
2014060943	054064
2014060943	054079
2013060936	054007
2013060936	054039
2013060936	053072
2013060936	054079
2013060936	054016
2013060931	054007
2013060931	054028
2013060931	054077
2013061027	054007
2013061027	055025
2013061027	054077
2014060951	054079
2014060951	054064
2014060921	054077
2014060921	054020
2014060932	054016
2014060932	054062
2014060932	053072
2014060932	054020
2013061014	054070
2013061014	053072
2013061014	054007
2013061014	054077
2013061014	054078
2014060910	054077
2014060910	054007
2014060910	055025
2014060910	054020
2014060999	054020
2014060999	055025
2014060999	054077
2014060999	054016
2014061013	054039
2014061013	054020
2014061038	054061
2014061041	054012
2014061041	054014
2014061041	054064
2014061039	054077
2014061002	054017
2014061002	054016
2014061002	054020
2014061002	054043
2014061002	054064
2014061020	054020
2014061025	054026
2014061005	055025
2014061054	054039
2014061054	054020
2014061054	054043
2013060820	053002
2013060820	053003
2013060820	053004
2013060820	053005
2013060820	053007
2013060938	054064
2013060938	054079
2013060938	054039
2013060938	054077
2013061143	055025
2013061143	054081
2012060759	053004
2012060759	053005
2012060759	053002
2012060759	053003
2012060759	055019
2012060807	053003
2012060807	055019
2012060807	055022
2013061021	054070
2013061021	054012
2013061021	054067
2013061021	054028
2012060224	053092
2012060224	053016
2012060224	053011
2012090123	053003
2012090123	053015
2011060429	053065
2013060140	053015
2013060140	053013
2013060140	053018
2011060564	053011
2011060564	053015
2011060564	053018
2011060564	053016
2011060564	053013
2013060323	053018
2013060323	053015
2013060323	053007
2013060358	053007
2013060358	053009
2013060358	053072
2013060358	053012
2013060358	053005
2013060368	053018
2013060368	053072
2009060505	053008
2011060517	053009
2011060517	053007
2011060517	053002
2011060517	053005
2011060517	056042
2013060508	056029
2013060508	056052
2012060611	056008
2013060636	053008
2013060634	053008
2013060469	053015
2013060414	053016
2013060362	053017
2013060362	053010
2013060362	053014
2013060362	053018
2013060362	053011
2013060536	053015
2009060505	053008
2013060368	053014
